ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento,Frequencia_Falhas_Norm,Tempo_Operacao_Norm,Impacto_DEC_FEC_Norm,Numero_Clientes_Afetados_Norm,Criticidade,Criticidade_Cenário 1,Criticidade_Cenário 2
A-0717,2,11.4,200,Isolador,Centro,Sim,14.17,2022-01-16,0.25,0.23529411764705888,0.29839391377852914,0.15789473684210525,0.25236647134718104,0.25383705958247516,0.25089588311188693
A-0718,0,2.9,50,Isolador,Centro,Sim,4.34,2023-11-18,0.0,0.05672268907563025,0.09065934065934066,0.0,0.03854234001292825,0.03287007110536522,0.04421460892049127
A-0719,4,19.1,200,Cabo,Zona Oeste,Não,25.88,2024-04-24,0.5,0.39705882352941185,0.5458579881656804,0.15789473684210525,0.45895863483979704,0.46925275248685583,0.4486645171927382
A-0720,2,3.2,200,Religador,Zona Sul,Não,12.24,2023-07-05,0.25,0.06302521008403363,0.2576077768385461,0.15789473684210525,0.20567684875258108,0.2243743277441777,0.18697936976098442
A-0721,3,8.5,500,Transformador,Centro,Sim,19.33,2024-04-12,0.375,0.1743697478991597,0.40743871513102276,0.47368421052631576,0.35447398517177037,0.3745370103818544,0.3344109599616863
A-0722,3,7.5,200,Seccionalizador,Centro,Não,17.09,2019-02-09,0.375,0.15336134453781514,0.3601014370245139,0.15789473684210525,0.30449217369912773,0.3266560392453462,0.2823283081529092
A-0723,3,10.7,100,Isolador,Zona Oeste,Não,17.73,2018-07-25,0.375,0.22058823529411767,0.37362637362637363,0.05263157894736842,0.3114687170414725,0.3269098935120607,0.2960275405708842
A-0724,2,14.8,200,Seccionalizador,Zona Norte,Sim,15.46,2022-01-15,0.25,0.30672268907563033,0.3256551141166526,0.15789473684210525,0.27483054573433235,0.26915827682676935,0.2805028146418954
A-0725,1,5.9,100,Transformador,Zona Sul,Sim,6.95,2024-01-29,0.125,0.11974789915966388,0.14581572273879967,0.05263157894736842,0.12295745454830952,0.12348266463234313,0.1224322444642759
A-0726,2,15.1,500,Isolador,Zona Norte,Não,13.96,2011-04-12,0.25,0.31302521008403367,0.29395604395604397,0.47368421052631576,0.2981602762562515,0.2918577552478481,0.30446279726465486
A-0727,3,18.2,200,Seccionalizador,Zona Norte,Não,18.06,2016-06-29,0.375,0.3781512605042017,0.38060016906170746,0.15789473684210525,0.3555997765035631,0.35528465045314295,0.3559149025539833
A-0728,3,7.1,100,Transformador,Zona Oeste,Sim,15.37,2018-12-12,0.375,0.14495798319327732,0.323753169907016,0.05263157894736842,0.28138070550549715,0.3043849071861694,0.25837650382482485
A-0729,3,26.3,1000,Seccionalizador,Centro,Sim,22.01,2008-05-16,0.375,0.5483193277310925,0.4640743871513102,1.0,0.4988861816916116,0.48155424891850235,0.5162181144647208
A-0730,2,10.7,200,Religador,Zona Norte,Não,13.58,2024-03-01,0.25,0.22058823529411767,0.2859256128486898,0.15789473684210525,0.245684804597641,0.24862598106822922,0.24274362812705275
A-0731,3,6.4,50,Transformador,Zona Oeste,Sim,11.87,2024-05-21,0.375,0.13025210084033614,0.24978867286559592,0.0,0.25098702202774603,0.2754618119437124,0.22651223211177962
A-0732,2,8.9,200,Seccionalizador,Centro,Não,11.9,2024-02-23,0.25,0.18277310924369752,0.2504226542688081,0.15789473684210525,0.22747089181359248,0.2341935808892227,0.22074820273796222
A-0733,0,26.3,100,Religador,Zona Norte,Não,3.31,2007-05-15,0.0,0.5483193277310925,0.06889264581572274,0.05263157894736842,0.13559481718567218,0.08076288441256292,0.1904267499587814
A-0734,4,11.0,500,Religador,Zona Sul,Sim,25.03,2018-11-14,0.5,0.22689075630252106,0.5278951817413355,0.47368421052631576,0.45111512683553645,0.4784260512052843,0.42380420246578854
A-0735,3,11.0,500,Transformador,Zona Norte,Sim,19.07,2018-08-30,0.375,0.22689075630252106,0.40194420963651734,0.47368421052631576,0.363329835204091,0.37814075957383886,0.34851891083434305
A-0736,2,11.8,1000,Cabo,Zona Norte,Não,15.28,2015-07-20,0.25,0.2436974789915967,0.3218512256973795,1.0,0.3452948635075332,0.3459251156083735,0.34466461140669286
A-0737,3,16.0,200,Isolador,Zona Norte,Sim,20.3,2016-08-24,0.375,0.33193277310924374,0.4279374471682164,0.15789473684210525,0.36055726245652425,0.3648639851455998,0.3562505397674486
A-0738,2,10.9,200,Transformador,Zona Norte,Sim,14.43,2021-04-01,0.25,0.22478991596638662,0.3038884192730346,0.15789473684210525,0.25191398265939824,0.2544349910627596,0.24939297425603688
A-0739,1,12.9,500,Religador,Zona Sul,Não,6.33,2024-12-10,0.125,0.2668067226890757,0.1327134404057481,0.47368421052631576,0.19054379771217114,0.17636312544326357,0.2047244699810787
A-0740,4,8.8,100,Religador,Zona Sul,Sim,20.97,2017-10-16,0.5,0.18067226890756308,0.4420963651732882,0.05263157894736842,0.37402652122823593,0.40595929433747957,0.3420937481189922
A-0741,3,9.6,200,Transformador,Centro,Não,17.28,2017-08-08,0.375,0.19747899159663868,0.36411665257819104,0.15789473684210525,0.3145202677769956,0.3322723686173317,0.2967681669366594
A-0742,4,16.6,200,Cabo,Zona Sul,Sim,24.46,2022-07-28,0.5,0.34453781512605053,0.5158495350803043,0.15789473684210525,0.4394518972335119,0.45499811572090687,0.42390567874611695
A-0743,1,4.5,50,Isolador,Zona Oeste,Não,7.54,2023-11-16,0.125,0.09033613445378152,0.15828402366863906,0.0,0.11555243399134803,0.11901882054596986,0.11208604743672618
A-0744,2,8.5,200,Seccionalizador,Zona Norte,Sim,14.92,2022-05-21,0.25,0.1743697478991597,0.31424344885883343,0.15789473684210525,0.2449364579216925,0.2524994831317765,0.23737343271160846
A-0745,1,6.7,500,Transformador,Zona Sul,Não,8.59,2021-02-24,0.125,0.1365546218487395,0.18047337278106507,0.47368421052631576,0.178821357256699,0.17766589507182506,0.17997681944157295
A-0746,2,2.3,500,Isolador,Zona Norte,Não,17.41,2024-09-01,0.25,0.044117647058823525,0.3668639053254438,0.47368421052631576,0.26625112206202944,0.2868393573561471,0.24566288676791176
A-0747,1,2.6,50,Isolador,Zona Oeste,Sim,8.83,2023-06-03,0.125,0.05042016806722689,0.18554522400676246,0.0,0.11574760081547412,0.12320558400875142,0.1082896176221968
A-0748,1,8.4,50,Religador,Zona Oeste,Não,8.34,2020-12-03,0.125,0.17226890756302526,0.17519019442096365,0.0,0.13701083983889414,0.1322839490825916,0.14173773059519668
A-0749,5,17.1,100,Seccionalizador,Centro,Sim,25.95,2019-08-06,0.625,0.35504201680672276,0.5473372781065089,0.05263157894736842,0.49047274468803403,0.5174685430073618,0.46347694636870634
A-0750,0,9.8,500,Transformador,Zona Norte,Não,1.99,2016-05-10,0.0,0.20168067226890762,0.04099746407438715,0.47368421052631576,0.10000379472872925,0.07983572750183848,0.12017186195562
A-0751,2,5.2,100,Religador,Zona Norte,Não,11.05,2024-09-15,0.25,0.1050420168067227,0.23245984784446322,0.05263157894736842,0.19600951560942034,0.21050531392874808,0.1815137172900926
A-0752,4,21.0,500,Religador,Zona Norte,Não,24.93,2011-01-27,0.5,0.43697478991596644,0.5257819103972949,0.47368421052631576,0.49249795215501335,0.4988004731634167,0.48619543114660996
A-0753,2,6.1,100,Cabo,Centro,Sim,10.48,2020-11-22,0.25,0.12394957983193278,0.22041420118343194,0.05263157894736842,0.196177334216153,0.2087823762329597,0.18357229219934626
A-0754,0,3.4,200,Isolador,Zona Oeste,Não,3.59,2022-08-17,0.0,0.06722689075630252,0.07480980557903635,0.15789473684210525,0.05167779350918193,0.04495510443355168,0.05840048258481219
A-0755,5,26.6,200,Transformador,Centro,Sim,29.53,2005-02-03,0.625,0.5546218487394959,0.6229923922231615,0.15789473684210525,0.5636115610990582,0.5706493762251086,0.5565737459730078
A-0756,2,8.9,500,Transformador,Zona Norte,Não,17.02,2024-08-20,0.25,0.18277310924369752,0.3586221470836855,0.47368421052631576,0.2915096870264767,0.29823237610210696,0.2847869979508465
A-0757,4,24.2,100,Transformador,Zona Sul,Não,18.71,2014-08-16,0.5,0.504201680672269,0.39433643279797126,0.05263157894736842,0.424404423868582,0.4239842558013551,0.4248245919358089
A-0758,3,8.3,200,Religador,Centro,Sim,16.69,2022-05-01,0.375,0.17016806722689082,0.3516483516483517,0.15789473684210525,0.3053175926240942,0.3258007859014051,0.28483439934678323
A-0759,1,8.5,100,Cabo,Zona Oeste,Sim,8.56,2024-07-22,0.125,0.1743697478991597,0.1798393913778529,0.05263157894736842,0.14408892488792466,0.13915195009800868,0.14902589967784063
A-0760,2,2.1,500,Seccionalizador,Zona Oeste,Não,14.23,2023-10-21,0.25,0.03991596638655463,0.2996618765849535,0.47368421052631576,0.24525017730542856,0.2662585806667731,0.224241773944084
A-0761,5,6.0,500,Religador,Zona Norte,Não,31.67,2023-12-13,0.625,0.12184873949579833,0.6682163989856298,0.47368421052631576,0.5222030886474802,0.5725182146979003,0.47188796259706
A-0762,1,11.8,100,Seccionalizador,Zona Norte,Sim,9.6,2021-10-12,0.125,0.2436974789915967,0.20181741335587486,0.05263157894736842,0.16454787769981863,0.15267812980065898,0.1764176255989783
A-0763,1,13.5,500,Cabo,Centro,Sim,10.15,2021-07-08,0.125,0.2794117647058824,0.21344040574809806,0.47368421052631576,0.2172828957182375,0.20184171924764924,0.23272407218882574
A-0764,1,9.3,200,Isolador,Zona Sul,Não,7.35,2019-09-15,0.125,0.19117647058823534,0.15426880811496196,0.15789473684210525,0.1503054102363462,0.14368776317752266,0.1569230572951697
A-0765,3,6.6,100,Transformador,Centro,Sim,17.96,2022-10-03,0.375,0.13445378151260504,0.37848689771766697,0.05263157894736842,0.29569998351255794,0.31975460536129746,0.2716453616638184
A-0766,2,8.6,200,Seccionalizador,Zona Sul,Sim,14.01,2017-08-12,0.25,0.17647058823529416,0.2950126796280642,0.15789473684210525,0.23958739521968864,0.2469403363961592,0.23223445404321802
A-0767,1,3.3,100,Religador,Zona Oeste,Sim,8.56,2022-07-12,0.125,0.06512605042016807,0.1798393913778529,0.05263157894736842,0.12224018539212633,0.12822758035010953,0.11625279043414313
A-0768,0,21.7,500,Seccionalizador,Centro,Sim,4.08,2010-02-08,0.0,0.4516806722689076,0.08516483516483517,0.47368421052631576,0.16325400605586365,0.11808593882897289,0.20842207328275442
A-0769,1,14.7,500,Isolador,Zona Oeste,Não,6.64,2011-12-25,0.125,0.3046218487394958,0.13926458157227387,0.47368421052631576,0.20007216527221292,0.18210998039826332,0.2180343501461625
A-0770,0,7.7,100,Transformador,Centro,Não,3.11,2022-03-13,0.0,0.15756302521008406,0.0646661031276416,0.05263157894736842,0.056175593875046136,0.040419291354037726,0.07193189639605453
A-0771,3,5.7,200,Seccionalizador,Zona Oeste,Não,15.94,2024-02-25,0.375,0.11554621848739498,0.33579881656804733,0.15789473684210525,0.2896383623521037,0.31558374050336424,0.2636929842008432
A-0772,2,27.7,500,Isolador,Centro,Sim,12.65,2001-11-20,0.25,0.5777310924369748,0.2662721893491124,0.47368421052631576,0.3427962963447603,0.3100231871010628,0.37556940558845775
A-0773,0,5.0,1000,Religador,Zona Sul,Não,4.52,2020-02-28,0.0,0.10084033613445378,0.0944632290786137,1.0,0.14850703595047487,0.1384230023370295,0.15859106956392025
A-0774,1,7.0,200,Cabo,Centro,Não,7.94,2023-02-18,0.125,0.14285714285714288,0.16673710904480135,0.15789473684210525,0.1443820349690795,0.14259632068336522,0.1461677492547938
A-0775,3,22.3,1000,Religador,Zona Oeste,Sim,24.41,2024-08-07,0.375,0.46428571428571436,0.514792899408284,1.0,0.4972950126796281,0.48836644125105666,0.5062235841081995
A-0776,2,10.0,200,Transformador,Zona Norte,Não,14.8,2016-08-04,0.25,0.20588235294117652,0.3117075232459848,0.15789473684210525,0.25047820124624126,0.2548899659521236,0.24606643654035892
A-0777,1,1.6,200,Religador,Centro,Não,10.05,2024-08-21,0.125,0.02941176470588236,0.21132713440405748,0.15789473684210525,0.13506996694660425,0.144628790476016,0.12551114341719247
A-0778,3,10.3,500,Religador,Zona Norte,Não,23.0,2021-06-27,0.375,0.21218487394957988,0.4849957734573119,0.47368421052631576,0.3853041278797411,0.4015856404847831,0.3690226152746991
A-0779,4,5.2,200,Religador,Zona Norte,Não,23.63,2023-08-05,0.5,0.1050420168067227,0.4983093829247675,0.15789473684210525,0.3862906919229853,0.425786490242313,0.34679489360365756
A-0780,0,2.1,200,Religador,Zona Sul,Não,1.68,2024-06-01,0.0,0.03991596638655463,0.034446322907861364,0.15789473684210525,0.03410656383387986,0.0301149671952244,0.03809816047253532
A-0781,1,5.4,200,Transformador,Zona Oeste,Sim,6.08,2023-02-20,0.125,0.10924369747899161,0.12743026204564667,0.15789473684210525,0.12586729179370285,0.12744292204580368,0.12429166154160201
A-0782,1,3.2,500,Isolador,Zona Norte,Não,8.22,2023-02-08,0.125,0.06302521008403363,0.17265426880811496,0.47368421052631576,0.1617697437118728,0.16796722270346942,0.15557226472027616
A-0783,2,4.2,500,Seccionalizador,Centro,Sim,14.27,2024-08-15,0.25,0.08403361344537816,0.3005071851225697,0.47368421052631576,0.25432729927847814,0.2709239379339403,0.23773066062301593
A-0784,2,9.9,200,Cabo,Centro,Não,13.4,2022-12-21,0.25,0.20378151260504207,0.28212172442941674,0.15789473684210525,0.24118229353404397,0.24580414227353975,0.23656044479454816
A-0785,0,2.4,200,Seccionalizador,Zona Norte,Não,3.33,2023-08-22,0.0,0.046218487394957986,0.06931530008453086,0.15789473684210525,0.04582776118856138,0.04120591244906558,0.05044960992805718
A-0786,2,15.8,200,Seccionalizador,Zona Norte,Não,15.5,2014-04-07,0.25,0.32773109243697485,0.3265004226542688,0.15789473684210525,0.2792858189678861,0.27151270972418867,0.28705892821158363
A-0787,0,6.5,200,Cabo,Zona Norte,Não,3.64,2021-10-27,0.0,0.1323529411764706,0.07586644125105664,0.15789473684210525,0.06501999429482164,0.051784700177174584,0.07825528841246869
A-0788,4,4.5,100,Transformador,Centro,Não,21.68,2024-03-07,0.5,0.09033613445378152,0.45710059171597633,0.05263157894736842,0.36046056230028606,0.4014269488549079,0.3194941757456642
A-0789,1,6.5,500,Cabo,Zona Norte,Sim,7.89,2023-11-03,0.125,0.1323529411764706,0.16568047337278105,0.47368421052631576,0.17354315129976,0.17280785718211294,0.17427844541740706
A-0790,5,3.2,200,Transformador,Zona Oeste,Não,26.69,2022-02-27,0.625,0.06302521008403363,0.5629754860524091,0.15789473684210525,0.44728716151674,0.5034846405083366,0.3910896825251433
A-0791,1,3.2,200,Seccionalizador,Centro,Não,6.74,2021-12-23,0.125,0.06302521008403363,0.14137785291631447,0.15789473684210525,0.1208078715759116,0.12700535056750822,0.11461039258431495
A-0792,1,6.1,100,Transformador,Zona Norte,Não,8.46,2021-02-27,0.125,0.12394957983193278,0.17772612003381236,0.05263157894736842,0.1333709098712671,0.13347595188807382,0.13326586785446037
A-0793,0,10.3,100,Isolador,Zona Sul,Não,1.03,2022-02-06,0.0,0.21218487394957988,0.02071005917159763,0.05263157894736842,0.05391315043613211,0.03269466304117412,0.07513163783109009
A-0794,1,11.9,1000,Cabo,Zona Sul,Sim,10.47,2022-07-26,0.125,0.24579831932773114,0.22020287404902789,1.0,0.2652205260802546,0.25314069414748147,0.2773003580130277
A-0795,2,5.7,200,Isolador,Zona Norte,Sim,13.51,2022-08-12,0.25,0.11554621848739498,0.28444632290786137,0.15789473684210525,0.22423261425404795,0.23767799240530843,0.21078723610278743
A-0796,0,7.1,100,Seccionalizador,Zona Sul,Não,0.86,2022-10-01,0.0,0.14495798319327732,0.017117497886728655,0.05263157894736842,0.03939000389941091,0.02489420558008317,0.053885802218738635
A-0797,3,9.8,200,Cabo,Zona Oeste,Não,17.22,2016-03-09,0.375,0.20168067226890762,0.36284868977176665,0.15789473684210525,0.31498021506952206,0.3323121478426313,0.2976482822964128
A-0798,4,23.1,200,Seccionalizador,Centro,Sim,23.69,2024-08-08,0.5,0.48109243697479004,0.4995773457311919,0.15789473684210525,0.4618811647985261,0.4637719211010471,0.4599904084960051
A-0799,2,8.8,50,Isolador,Zona Norte,Não,9.96,2017-11-21,0.25,0.18067226890756308,0.20942519019442096,0.0,0.1989620108398389,0.2058947839490826,0.19202923773059521
A-0800,5,4.9,200,Seccionalizador,Centro,Não,30.41,2021-11-21,0.625,0.09873949579831934,0.6415891800507185,0.15789473684210525,0.47801412685908995,0.530640177279258,0.4253880764389219
A-0801,2,3.8,200,Cabo,Zona Norte,Sim,14.28,2022-01-02,0.25,0.07563025210084033,0.30071851225697377,0.15789473684210525,0.22113107778147073,0.2385680525713867,0.20369410299155474
A-0802,3,15.9,200,Cabo,Zona Norte,Não,18.78,2015-10-02,0.375,0.3298319327731093,0.39581572273879967,0.15789473684210525,0.35050057706047233,0.35501738378316133,0.3459837703377832
A-0803,1,0.6,200,Seccionalizador,Zona Sul,Não,9.41,2024-12-19,0.125,0.008403361344537815,0.1978021978021978,0.15789473684210525,0.12681080529377742,0.13847046915932365,0.11515114142823121
A-0804,2,5.4,200,Cabo,Centro,Não,13.42,2020-07-22,0.25,0.10924369747899161,0.28254437869822485,0.15789473684210525,0.2224015267894763,0.23647715704157715,0.20832589653737546
A-0805,0,3.8,1000,Cabo,Zona Norte,Não,4.82,2023-12-18,0.0,0.07563025210084033,0.10080304311073543,1.0,0.1453669633533887,0.13780393814330466,0.15292998856347273
A-0806,3,14.5,200,Seccionalizador,Zona Norte,Não,17.0,2012-01-18,0.375,0.30042016806722693,0.3581994928148774,0.15789473684210525,0.33333335514211915,0.34079133833539643,0.3258753719488418
A-0807,1,19.9,100,Isolador,Zona Norte,Sim,8.19,2017-05-31,0.125,0.4138655462184874,0.17202028740490277,0.05263157894736842,0.18964235335990517,0.16075579873805643,0.2185289079817539
A-0808,3,7.0,100,Cabo,Zona Sul,Sim,15.7,2018-06-11,0.375,0.14285714285714288,0.3307269653423499,0.05263157894736842,0.2830526760688704,0.3062669617831561,0.25983839035458467
A-0809,3,4.4,200,Cabo,Zona Norte,Sim,17.3,2023-10-03,0.375,0.08823529411764708,0.36453930684699914,0.15789473684210525,0.2927983245618397,0.321474795150075,0.2641218539736044
A-0810,1,7.5,500,Cabo,Zona Oeste,Não,7.12,2020-11-08,0.125,0.15336134453781514,0.14940828402366865,0.47368421052631576,0.1728631751672952,0.17002704071351368,0.17569930962107672
A-0811,3,11.3,100,Cabo,Zona Norte,Sim,16.61,2016-02-25,0.375,0.23319327731092443,0.3499577345731192,0.05263157894736842,0.3068891337288575,0.321069805997765,0.2927084614599499
A-0812,0,12.5,500,Seccionalizador,Zona Norte,Sim,1.08,2018-06-02,0.0,0.25840336134453784,0.02176669484361792,0.47368421052631576,0.10557910177462453,0.07973876564017074,0.1314194379090783
A-0813,1,7.5,50,Isolador,Zona Oeste,Sim,4.93,2023-12-20,0.125,0.15336134453781514,0.10312764158918004,0.0,0.11161056138431705,0.10877442693053552,0.11444669583809855
A-0814,0,20.0,200,Isolador,Centro,Sim,4.95,2014-01-26,0.0,0.4159663865546219,0.10355029585798817,0.15789473684210525,0.13004783975253137,0.08845120109706917,0.17164447840799354
A-0815,2,5.2,500,Transformador,Centro,Não,16.44,2021-09-10,0.25,0.1050420168067227,0.3463651732882502,0.47368421052631576,0.2722863764004512,0.2867821747197789,0.2577905780811235
A-0816,1,6.1,200,Cabo,Zona Sul,Sim,9.04,2020-08-02,0.125,0.12394957983193278,0.18998309382924763,0.15789473684210525,0.14757431779937136,0.14767935981617808,0.14746927578256463
A-0817,4,6.4,200,Cabo,Zona Norte,Não,25.18,2024-06-03,0.5,0.13025210084033614,0.5310650887573964,0.15789473684210525,0.4011594204794967,0.4381342103954631,0.3641846305635303
A-0818,3,10.3,100,Transformador,Zona Oeste,Não,18.69,2022-11-28,0.375,0.21218487394957988,0.39391377852916315,0.05263157894736842,0.31587426624340176,0.3321557788484438,0.29959275363835974
A-0819,1,15.2,500,Isolador,Zona Oeste,Sim,9.08,2011-03-09,0.125,0.3151260504201681,0.19082840236686388,0.47368421052631576,0.21764215184672436,0.19862954680470757,0.23665475688874116
A-0820,1,2.6,50,Religador,Zona Norte,Não,5.03,2024-07-23,0.125,0.05042016806722689,0.10524091293322063,0.0,0.09165630749341157,0.09911429068668888,0.08419832430013426
A-0821,4,3.0,500,Religador,Zona Norte,Não,29.18,2023-12-03,0.5,0.05882352941176471,0.6155959425190194,0.47368421052631576,0.44381190969069034,0.4879295567495139,0.3996942626318668
A-0822,1,10.4,100,Isolador,Zona Norte,Sim,8.33,2016-03-29,0.125,0.21428571428571433,0.1749788672865596,0.05263157894736842,0.1506139609378476,0.14168538950927614,0.15954253236641902
A-0823,1,3.1,500,Cabo,Zona Norte,Sim,8.29,2024-07-13,0.125,0.060924369747899165,0.17413355874894332,0.47368421052631576,0.16179336262689442,0.16820092565210448,0.15538579960168433
A-0824,1,6.7,200,Religador,Zona Sul,Sim,7.67,2024-07-13,0.125,0.1365546218487395,0.1610312764158918,0.15789473684210525,0.14140978097872597,0.14025431879385203,0.14256524316359992
A-0825,3,6.3,500,Seccionalizador,Zona Sul,Sim,20.71,2022-11-17,0.375,0.1281512605042017,0.43660185967878273,0.47368421052631576,0.35397923105710677,0.37866410500668657,0.32929435710752686
A-0826,1,18.5,200,Seccionalizador,Zona Norte,Sim,9.95,2019-05-02,0.125,0.3844537815126051,0.20921386306001688,0.15789473684210525,0.20544438890473662,0.1794990107534761,0.23138976705599712
A-0827,2,24.5,1000,Transformador,Centro,Não,15.54,2012-05-15,0.25,0.5105042016806723,0.327345731191885,1.0,0.4003045596937,0.37425413952563275,0.4263549798617672
A-0828,5,5.6,100,Isolador,Zona Norte,Não,27.89,2021-10-01,0.625,0.1134453781512605,0.588334742180896,0.05263157894736842,0.45445265617925773,0.5056081183641317,0.4032971939943838
A-0829,1,12.3,100,Isolador,Centro,Não,9.17,2017-08-10,0.125,0.25420168067226895,0.1927303465765004,0.05263157894736842,0.16392259800214076,0.15100242993491386,0.17684276606936764
A-0830,2,6.4,200,Religador,Zona Oeste,Sim,13.76,2022-11-27,0.25,0.13025210084033614,0.28972950126796276,0.15789473684210525,0.2287587442326666,0.24073353414863297,0.2167839543167002
A-0831,5,14.6,50,Cabo,Centro,Sim,22.56,2016-01-03,0.625,0.3025210084033614,0.47569737954353336,0.0,0.4532134155437323,0.48546131470339615,0.42096551638406843
A-0832,1,3.0,100,Isolador,Zona Oeste,Não,6.47,2022-02-17,0.125,0.05882352941176471,0.1356720202874049,0.05263157894736842,0.10772946986331125,0.11434711692213478,0.10111182280448772
A-0833,4,18.1,1000,Religador,Zona Sul,Sim,27.73,2011-08-14,0.5,0.37605042016806733,0.5849535080304311,1.0,0.5506961364427428,0.5630910944259361,0.5383011784595495
A-0834,4,5.0,1000,Religador,Zona Sul,Sim,28.27,2024-01-31,0.5,0.10084033613445378,0.5963651732882502,1.0,0.49907761921336585,0.5389935855999205,0.4591616528268112
A-0835,1,2.2,200,Isolador,Zona Norte,Não,9.07,2024-06-23,0.125,0.04201680672268908,0.19061707523245983,0.15789473684210525,0.13137795759848628,0.13967627692621737,0.12307963827075519
A-0836,2,5.3,1000,Religador,Zona Sul,Sim,16.18,2022-01-30,0.25,0.10714285714285715,0.3408706677937447,1.0,0.32368977176669483,0.3379754860524091,0.30940405748098054
A-0837,3,6.7,200,Transformador,Zona Sul,Não,16.66,2020-05-18,0.375,0.1365546218487395,0.3510143702451395,0.15789473684210525,0.2984047091275003,0.3222492469426263,0.2745601713123742
A-0838,6,3.2,100,Transformador,Zona Sul,Sim,29.01,2023-12-29,0.75,0.06302521008403363,0.6120033812341504,0.05263157894736842,0.5014692142817887,0.5701666932733853,0.43277173529019203
A-0839,0,8.0,500,Isolador,Zona Norte,Não,4.74,2017-11-07,0.0,0.16386554621848742,0.09911242603550297,0.47368421052631576,0.10987525810697996,0.09348870348513122,0.1262618127288287
A-0840,4,13.4,200,Cabo,Zona Norte,Não,23.05,2012-07-14,0.5,0.27731092436974797,0.48605240912933223,0.15789473684210525,0.4170673812969598,0.439336288859985,0.39479847373393456
A-0841,3,4.1,1000,Transformador,Zona Sul,Não,25.26,2021-02-10,0.375,0.0819327731092437,0.5327557058326289,1.0,0.4262132663716374,0.45551998906071306,0.3969065436825618
A-0842,1,22.8,100,Transformador,Centro,Sim,6.14,2016-04-14,0.125,0.47478991596638664,0.128698224852071,0.05263157894736842,0.18883060854363548,0.1538516169469968,0.22380960014027412
A-0843,4,35.6,200,Isolador,Zona Norte,Não,23.93,2010-11-23,0.5,0.7436974789915967,0.5046491969568893,0.15789473684210525,0.5159237285695967,0.49155398067043693,0.5402934764687563
A-0844,1,6.8,50,Seccionalizador,Zona Oeste,Não,4.03,2023-10-29,0.125,0.13865546218487396,0.08410819949281488,0.0,0.10296355228481927,0.10159800606633186,0.10432909850330664
A-0845,2,12.8,100,Religador,Centro,Não,11.84,2014-04-07,0.25,0.26470588235294124,0.24915469146238375,0.05263157894736842,0.2329507418040402,0.2314801535687461,0.23442133003933432
A-0846,1,11.0,50,Transformador,Zona Norte,Não,7.12,2020-09-27,0.125,0.22689075630252106,0.14940828402366865,0.0,0.1402006364676048,0.1300115608373527,0.1503897120978569
A-0847,4,7.5,1000,Seccionalizador,Zona Norte,Não,28.81,2020-07-05,0.5,0.15336134453781514,0.6077768385460692,1.0,0.5130053204713838,0.5476691860176023,0.47834145492516533
A-0848,3,6.9,500,Cabo,Zona Sul,Sim,21.54,2024-05-11,0.375,0.14075630252100843,0.4541420118343195,0.47368421052631576,0.36176228510712916,0.3851866548550283,0.33833791535922997
A-0849,6,1.5,500,Seccionalizador,Centro,Não,40.54,2024-05-27,0.75,0.027310924369747903,0.8556635672020287,0.47368421052631576,0.6095296760871898,0.681798583650215,0.5372607685241645
A-0850,1,7.4,200,Isolador,Zona Sul,Não,8.74,2021-05-29,0.125,0.1512605042016807,0.18364327979712594,0.15789473684210525,0.15113455846368445,0.14850850804351637,0.1537606088838525
A-0851,2,14.5,200,Cabo,Centro,Sim,14.49,2011-02-11,0.25,0.30042016806722693,0.305156382079459,0.15789473684210525,0.2674204219214936,0.2623784051147709,0.2724624387282163
A-0852,1,5.1,100,Cabo,Centro,Sim,6.17,2021-09-15,0.125,0.10294117647058823,0.1293322062552832,0.05263157894736842,0.11465105506543945,0.11685693741838062,0.11244517271249826
A-0853,2,22.4,100,Seccionalizador,Zona Sul,Não,12.07,2014-06-30,0.25,0.4663865546218488,0.25401521555367707,0.05263157894736842,0.27474503348520973,0.2531063780230248,0.2963836889473946
A-0854,3,11.2,200,Isolador,Zona Norte,Não,20.82,2022-11-12,0.375,0.23109243697478996,0.43892645815722736,0.15789473684210525,0.34368589852633674,0.35807665482885775,0.32929514222381573
A-0855,3,18.2,500,Transformador,Zona Oeste,Sim,23.14,2015-04-08,0.375,0.3781512605042017,0.4879543533389687,0.47368421052631576,0.41938497915516254,0.4190698531047424,0.4197001052055827
A-0856,0,7.0,200,Seccionalizador,Centro,Sim,4.76,2019-06-11,0.0,0.14285714285714288,0.09953508030431107,0.15789473684210525,0.07422142634693242,0.05993571206121814,0.08850714063264671
A-0857,1,9.4,50,Transformador,Zona Norte,Sim,5.86,2021-02-16,0.125,0.19327731092436978,0.12278106508875741,0.0,0.12548978171150119,0.11866205061906421,0.13231751280393816
A-0858,1,12.6,50,Seccionalizador,Centro,Não,7.87,2021-04-12,0.125,0.2605042016806723,0.16525781910397294,0.0,0.15167818606732636,0.13812776589925913,0.16522860623539357
A-0859,4,6.4,100,Transformador,Zona Norte,Sim,21.56,2019-06-25,0.5,0.13025210084033614,0.4545646661031276,0.05263157894736842,0.3676829778937424,0.40465776780970875,0.33070818797777596
